insert into medical_doctor (personal_info_id, clinic, working_time_from, working_time_to, working_hours, rating, review_count, specialization, archived) values (16, 1, '3:00', '13:00', 10, 0.0, 0, 3, false);
insert into medical_doctor (personal_info_id, clinic, working_time_from, working_time_to, working_hours, rating, review_count, specialization, archived) values (44, 7, '13:00', '1:00', 12, 0.0, 0, 4, false);
insert into medical_doctor (personal_info_id, clinic, working_time_from, working_time_to, working_hours, rating, review_count, specialization, archived) values (45, 9, '1:00', '13:00', 12, 0.0, 0, 7, false);
insert into medical_doctor (personal_info_id, clinic, working_time_from, working_time_to, working_hours, rating, review_count, specialization, archived) values (46, 9, '6:00', '13:00', 7, 0.0, 0, 3, false);
insert into medical_doctor (personal_info_id, clinic, working_time_from, working_time_to, working_hours, rating, review_count, specialization, archived) values (47, 9, '1:00', '9:00', 8, 0.0, 0, 2, false);
insert into medical_doctor (personal_info_id, clinic, working_time_from, working_time_to, working_hours, rating, review_count, specialization, archived) values (48, 10, '11:00', '18:00', 7, 0.0, 0, 5, false);
insert into medical_doctor (personal_info_id, clinic, working_time_from, working_time_to, working_hours, rating, review_count, specialization, archived) values (49, 10, '2:00', '10:00', 8, 0.0, 0, 2, false);
insert into medical_doctor (personal_info_id, clinic, working_time_from, working_time_to, working_hours, rating, review_count, specialization, archived) values (50, 10, '14:00', '1:00', 11, 0.0, 0, 1, false);
insert into medical_doctor (personal_info_id, clinic, working_time_from, working_time_to, working_hours, rating, review_count, specialization, archived) values (51, 10, '12:00', '21:00', 9, 0.0, 0, 1, false);
insert into medical_doctor (personal_info_id, clinic, working_time_from, working_time_to, working_hours, rating, review_count, specialization, archived) values (52, 10, '1:00', '7:00', 6, 0.0, 0, 7, false);
insert into medical_doctor (personal_info_id, clinic, working_time_from, working_time_to, working_hours, rating, review_count, specialization, archived) values (53, 10, '10:00', '21:00', 11, 0.0, 0, 3, false);
